,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Vol_Avg_Ind,Vol_Avg_Ind_lower,Vol_Avg_Ind_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
14,2021-01-25,131.2211320298547,126.59550205175877,137.571880887392,131.2211320298547,131.2211320298547,0.2532182527227493,0.2532182527227493,0.2532182527227493,0.7880909936885985,0.7880909936885985,0.7880909936885985,0.2532182527227493,0.2532182527227493,0.2532182527227493,0.5348727409658491,0.5348727409658491,0.5348727409658491,0.0,0.0,0.0,132.00922302354329
15,2021-01-26,131.14676990732377,126.46834452583917,137.08229375848725,131.14676990732377,131.14676990732377,0.14450263285152665,0.14450263285152665,0.14450263285152665,0.9732549571980365,0.9732549571980365,0.9732549571980365,0.14450263285152665,0.14450263285152665,0.14450263285152665,0.8287523243465098,0.8287523243465098,0.8287523243465098,0.0,0.0,0.0,132.1200248645218
16,2021-01-27,131.0724077847929,126.47324746845626,137.63327284681486,131.0724077847929,131.0724077847929,0.18364069227338176,0.18364069227338176,0.18364069227338176,1.0200156568122474,1.0200156568122474,1.0200156568122474,0.18364069227338176,0.18364069227338176,0.18364069227338176,0.8363749645388655,0.8363749645388655,0.8363749645388655,0.0,0.0,0.0,132.09242344160512
17,2021-01-28,130.94322996759502,125.82142302643246,137.14864151150448,130.94322996759502,130.94322996759502,0.19724837084468178,0.19724837084468178,0.19724837084468178,0.908541235073462,0.908541235073462,0.908541235073462,0.19724837084468178,0.19724837084468178,0.19724837084468178,0.7112928642287802,0.7112928642287802,0.7112928642287802,0.0,0.0,0.0,131.8517712026685
18,2021-01-29,130.81405215039712,126.35013792245898,136.91271733448045,130.81405215039712,130.81405215039712,0.2913162638526351,0.2913162638526351,0.2913162638526351,0.9912448006622911,0.9912448006622911,0.9912448006622911,0.2913162638526351,0.2913162638526351,0.2913162638526351,0.6999285368096559,0.6999285368096559,0.6999285368096559,0.0,0.0,0.0,131.8052969510594
19,2021-02-01,130.4265186988035,125.75137192553359,136.1780451192647,130.4265186988035,130.4265186988035,0.20699655118838184,0.20699655118838184,0.20699655118838184,0.7418692921560717,0.7418692921560717,0.7418692921560717,0.20699655118838184,0.20699655118838184,0.20699655118838184,0.5348727409676898,0.5348727409676898,0.5348727409676898,0.0,0.0,0.0,131.1683879909596
20,2021-02-02,130.2973408816056,125.95673446181313,136.36076401222383,130.2973408816056,130.2973408816056,0.18193099918983638,0.18193099918983638,0.18193099918983638,1.0106833235375374,1.0106833235375374,1.0106833235375374,0.18193099918983638,0.18193099918983638,0.18193099918983638,0.8287523243477011,0.8287523243477011,0.8287523243477011,0.0,0.0,0.0,131.30802420514314
21,2021-02-03,130.16816306440774,125.86719385108273,136.37413544572033,130.16816306440774,130.16816306440774,0.2182690142618887,0.2182690142618887,0.2182690142618887,1.0546439788011563,1.0546439788011563,1.0546439788011563,0.2182690142618887,0.2182690142618887,0.2182690142618887,0.8363749645392676,0.8363749645392676,0.8363749645392676,0.0,0.0,0.0,131.2228070432089
22,2021-02-04,130.03898524720987,125.76824121825904,136.26741492055967,130.03898524720987,130.03898524720987,0.20508002888225998,0.20508002888225998,0.20508002888225998,0.9163728931109643,0.9163728931109643,0.9163728931109643,0.20508002888225998,0.20508002888225998,0.20508002888225998,0.7112928642287042,0.7112928642287042,0.7112928642287042,0.0,0.0,0.0,130.95535814032084
23,2021-02-05,129.90980743001197,125.22906988584116,135.9778338633199,129.90980743001197,129.90980743001197,0.1904787001476351,0.1904787001476351,0.1904787001476351,0.8904072369542492,0.8904072369542492,0.8904072369542492,0.1904787001476351,0.1904787001476351,0.1904787001476351,0.699928536806614,0.699928536806614,0.699928536806614,0.0,0.0,0.0,130.8002146669662
24,2021-02-08,129.52227397841833,125.09829975486252,135.65407134726348,129.52227397841833,129.52227397841833,0.18293214285128628,0.18293214285128628,0.18293214285128628,0.7178048838208165,0.7178048838208165,0.7178048838208165,0.18293214285128628,0.18293214285128628,0.18293214285128628,0.5348727409695302,0.5348727409695302,0.5348727409695302,0.0,0.0,0.0,130.24007886223913
25,2021-02-09,129.39309606188763,125.4052015974144,136.16378452359277,129.39309606188763,129.39309606188763,0.20481499353524452,0.20481499353524452,0.20481499353524452,1.033567317882331,1.033567317882331,1.033567317882331,0.20481499353524452,0.20481499353524452,0.20481499353524452,0.8287523243470866,0.8287523243470866,0.8287523243470866,0.0,0.0,0.0,130.42666337976996
26,2021-02-10,129.2639181453569,125.0894510281233,135.40866299836694,129.2639181453569,129.2639181453569,0.20991009405308306,0.20991009405308306,0.20991009405308306,1.0462850585920043,1.0462850585920043,1.0462850585920043,0.20991009405308306,0.20991009405308306,0.20991009405308306,0.8363749645389212,0.8363749645389212,0.8363749645389212,0.0,0.0,0.0,130.3102032039489
27,2021-02-11,129.13474022882622,124.36537006396574,135.6427011034156,129.13474022882622,129.13474022882622,0.20176987737926744,0.20176987737926744,0.20176987737926744,0.913062741609065,0.913062741609065,0.913062741609065,0.20176987737926744,0.20176987737926744,0.20176987737926744,0.7112928642297975,0.7112928642297975,0.7112928642297975,0.0,0.0,0.0,130.04780297043527
28,2021-02-12,129.00556231229552,124.78039115803305,135.45371916203644,129.00556231229552,129.00556231229552,0.20130193192598386,0.20130193192598386,0.20130193192598386,0.9012304687324127,0.9012304687324127,0.9012304687324127,0.20130193192598386,0.20130193192598386,0.20130193192598386,0.6999285368064289,0.6999285368064289,0.6999285368064289,0.0,0.0,0.0,129.90679278102795
29,2021-02-16,128.4888506461727,123.94687146603778,135.1754218629798,128.4888506461727,128.4888506461727,0.3204000377296371,0.3204000377296371,0.3204000377296371,1.149152362076109,1.149152362076109,1.149152362076109,0.3204000377296371,0.3204000377296371,0.3204000377296371,0.828752324346472,0.828752324346472,0.828752324346472,0.0,0.0,0.0,129.6380030082488
30,2021-02-17,128.359672729642,124.26917544850473,135.13047212738422,128.359672729642,128.359672729642,0.6118742061789134,0.6118742061789134,0.6118742061789134,1.4482491707174885,1.4482491707174885,1.4482491707174885,0.6118742061789134,0.6118742061789134,0.6118742061789134,0.836374964538575,0.836374964538575,0.836374964538575,0.0,0.0,0.0,129.80792190035947
