,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,MACD,MACD_lower,MACD_upper,RSI_14_Day,RSI_14_Day_lower,RSI_14_Day_upper,SMA_20,SMA_20_lower,SMA_20_upper,SMA_50,SMA_50_lower,SMA_50_upper,TSI,TSI_lower,TSI_upper,Vol_Avg_Ind,Vol_Avg_Ind_lower,Vol_Avg_Ind_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
30,2021-02-17,137.91988088984317,130.45005260385125,132.0979058389829,137.91988088984317,137.91988088984317,-1.900216507995686,-1.900216507995686,-1.900216507995686,-5.111116229302199,-5.111116229302199,-5.111116229302199,-1.7741135084444775,-1.7741135084444775,-1.7741135084444775,-0.7967469443158771,-0.7967469443158771,-0.7967469443158771,1.762090270136455,1.762090270136455,1.762090270136455,-0.02290724089662196,-0.02290724089662196,-0.02290724089662196,-6.630217902488656,-6.630217902488656,-6.630217902488656,-7.843010160818407,-7.843010160818407,-7.843010160818407,1.2127922583297508,1.2127922583297508,1.2127922583297508,0.0,0.0,0.0,131.28966298735452
31,2021-02-18,137.97841287360086,129.11025937251563,130.63073070195648,137.97841287360086,137.97841287360086,-3.264566590359089,-3.264566590359089,-3.264566590359089,-5.971498490341769,-5.971498490341769,-5.971498490341769,-1.8301983090346423,-1.8301983090346423,-1.8301983090346423,-0.7745345696303313,-0.7745345696303313,-0.7745345696303313,2.623148145673804,2.623148145673804,2.623148145673804,-0.0647892863527597,-0.0647892863527597,-0.0647892863527597,-8.130366340573172,-8.130366340573172,-8.130366340573172,-9.282439100044789,-9.282439100044789,-9.282439100044789,1.1520727594716167,1.1520727594716167,1.1520727594716167,0.0,0.0,0.0,129.84804653302768
32,2021-02-19,138.03694485735855,129.02787312169312,130.5200263846012,138.03694485735855,138.03694485735855,-4.299691954210124,-4.299691954210124,-4.299691954210124,-5.795488308710971,-5.795488308710971,-5.795488308710971,-2.009726686490698,-2.009726686490698,-2.009726686490698,-0.7562103830872596,-0.7562103830872596,-0.7562103830872596,3.3113100079737903,3.3113100079737903,3.3113100079737903,0.1065892006514262,0.1065892006514262,0.1065892006514262,-8.233166433825646,-8.233166433825646,-8.233166433825646,-9.443218123873837,-9.443218123873837,-9.443218123873837,1.2100516900481901,1.2100516900481901,1.2100516900481901,0.0,0.0,0.0,129.8037784235329
33,2021-02-22,138.13930769731854,125.30004425025554,126.89857900636224,138.13930769731854,138.13930769731854,-6.0729050540262035,-6.0729050540262035,-6.0729050540262035,-8.555370564244882,-8.555370564244882,-8.555370564244882,-2.3495242405572045,-2.3495242405572045,-2.3495242405572045,-0.7509625030148562,-0.7509625030148562,-0.7509625030148562,4.509958208552583,4.509958208552583,4.509958208552583,0.020518537264506396,0.020518537264506396,0.020518537264506396,-12.064833790249677,-12.064833790249677,-12.064833790249677,-13.198285616026055,-13.198285616026055,-13.198285616026055,1.1334518257763775,1.1334518257763775,1.1334518257763775,0.0,0.0,0.0,126.07447390706886
34,2021-02-23,138.17342864397187,124.43650009846313,126.01964968417205,138.17342864397187,138.17342864397187,-7.471381469291256,-7.471381469291256,-7.471381469291256,-8.645643076111464,-8.645643076111464,-8.645643076111464,-2.794576227769948,-2.794576227769948,-2.794576227769948,-0.7385759834106203,-0.7385759834106203,-0.7385759834106203,5.5077316415413895,5.5077316415413895,5.5077316415413895,0.018378883622004058,0.018378883622004058,0.018378883622004058,-12.957530137717615,-12.957530137717615,-12.957530137717615,-14.124066231419892,-14.124066231419892,-14.124066231419892,1.166536093702278,1.166536093702278,1.166536093702278,0.0,0.0,0.0,125.21589850625426
35,2021-02-24,138.20754959062523,123.40945808818998,125.00442690790457,138.20754959062523,138.20754959062523,-8.652856278080582,-8.652856278080582,-8.652856278080582,-8.989546356914985,-8.989546356914985,-8.989546356914985,-3.259433002829759,-3.259433002829759,-3.259433002829759,-0.731908922373206,-0.731908922373206,-0.731908922373206,6.4103722078980345,6.4103722078980345,6.4103722078980345,0.009019876471415982,0.009019876471415982,0.009019876471415982,-14.00156021749917,-14.00156021749917,-14.00156021749917,-15.214352475829083,-15.214352475829083,-15.214352475829083,1.2127922583299136,1.2127922583299136,1.2127922583299136,0.0,0.0,0.0,124.20598937312606
36,2021-02-25,138.24167053727854,119.69513933460374,121.27045654964321,138.24167053727854,138.24167053727854,-10.613684626480298,-10.613684626480298,-10.613684626480298,-11.541153420916041,-11.541153420916041,-11.541153420916041,-3.8104545543458204,-3.8104545543458204,-3.8104545543458204,-0.7355052501163717,-0.7355052501163717,-0.7355052501163717,7.806118060587934,7.806118060587934,7.806118060587934,0.008443624928020093,0.008443624928020093,0.008443624928020093,-17.73416340686982,-17.73416340686982,-17.73416340686982,-18.886236166342577,-18.886236166342577,-18.886236166342577,1.1520727594727607,1.1520727594727607,1.1520727594727607,0.0,0.0,0.0,120.50750713040873
37,2021-02-26,138.27579148393187,119.41527434291885,120.98895828795956,138.27579148393187,138.27579148393187,-12.004869670930127,-12.004869670930127,-12.004869670930127,-11.189098986008615,-11.189098986008615,-11.189098986008615,-4.223242593311629,-4.223242593311629,-4.223242593311629,-0.7364884387803208,-0.7364884387803208,-0.7364884387803208,8.870983618924187,8.870983618924187,8.870983618924187,0.007580018721594752,0.007580018721594752,0.007580018721594752,-18.065084361339586,-18.065084361339586,-18.065084361339586,-19.27513605138491,-19.27513605138491,-19.27513605138491,1.2100516900453242,1.2100516900453242,1.2100516900453242,0.0,0.0,0.0,120.21070712259228
38,2021-03-01,138.37815432389186,126.43838075771824,127.99001798494285,138.37815432389186,138.37815432389186,-11.368342281213632,-11.368342281213632,-11.368342281213632,-4.220482370076863,-4.220482370076863,-4.220482370076863,-4.328203420650635,-4.328203420650635,-4.328203420650635,-0.7361954390866828,-0.7361954390866828,-0.7361954390866828,8.359268514709058,8.359268514709058,8.359268514709058,0.00569615389981361,0.00569615389981361,0.00569615389981361,-11.154807016654974,-11.154807016654974,-11.154807016654974,-12.28825884241894,-12.28825884241894,-12.28825884241894,1.133451825763965,1.133451825763965,1.133451825763965,0.0,0.0,0.0,127.22334730723689
39,2021-03-02,138.41227527054522,124.33538678410986,125.96347299082244,138.41227527054522,138.41227527054522,-11.451229476703535,-11.451229476703535,-11.451229476703535,-6.007218107354846,-6.007218107354846,-6.007218107354846,-4.561203588231171,-4.561203588231171,-4.561203588231171,-0.7434595126898537,-0.7434595126898537,-0.7434595126898537,8.33407093501227,8.33407093501227,8.33407093501227,0.0049390816529970485,0.0049390816529970485,0.0049390816529970485,-13.257564574613038,-13.257564574613038,-13.257564574613038,-14.42410066831414,-14.42410066831414,-14.42410066831414,1.1665360937011007,1.1665360937011007,1.1665360937011007,0.0,0.0,0.0,125.15471069593218
